,star_id,planet_id,transit_period,transit_t0_BRJD,transit_rp_rstar,transit_a_rstar,transit_inc,transit_ecc,transit_w,transit_limb1_F146,transit_limb2_F146,transit_limb1_F087,transit_limb2_F087,transit_limb1_F213,transit_limb2_F213,transit_fp_fstar_F146,transit_fp_fstar_F087,transit_fp_fstar_F213,transit_t0_sec,planet_n_transits,planet_est_transit_snr,planet_radius,planet_sma,planet_impact,planet_teff_eq,star_n_planets,star_mass,star_radius,star_teff,star_logg,star_met,star_Mbol,star_dist,star_Av,F146,F062,F087,F106,F129,F158,F184,F213
272,4799962,4799962.01,8.11848,108.409932,0.078757,18.427375,87.6066,0.1126,328.5,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,0.0,0.0,3e-06,104.847792,9.0,9.7,7.64,0.0762,0.7695,870.0,1,0.894,0.889,5420.0,4.48,-0.55,5.278,8.4686,2.0350179832732027,20.1337,21.3202,20.57,20.3621,20.1542,20.038,20.1609,20.2838
273,4802898,4802898.01,29.089896,118.844341,0.146756,45.721105,89.7119,0.0812,114.1,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,0.0,0.0,0.0,132.775252,2.0,17.1,13.21,0.1754,0.2299,530.0,1,0.85,0.825,5200.0,4.53,-0.062,5.621,7.935,2.123516136457126,20.3342,21.6443,20.8758,20.6266,20.3774,20.225,20.3455,20.466
274,4803870,4803870.01,91.606377,141.855017,0.063615,96.733796,89.5658,0.2961,321.2,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,0.0,0.0,0.0,109.625647,1.0,4.2,5.84,0.3788,0.733,368.0,1,0.863,0.842,5260.0,4.52,-0.195,5.525,6.2538,2.017055547852221,19.5886,20.8258,20.0848,19.8537,19.6226,19.4835,19.6072,19.7308
275,4804665,4804665.01,0.751581,105.250535,0.067674,3.839066,77.1792,0.1452,199.7,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,6.2e-05,8e-06,0.000163,105.561214,93.0,16.2,6.41,0.0155,0.8519,1883.0,2,0.881,0.869,5358.0,4.5,-0.255,5.378,8.2099,1.912785556200486,20.113,21.2506,20.5427,20.3363,20.1299,20.0166,20.1444,20.2723
276,4804665,4804665.02,170.305556,130.728216,0.070998,142.690257,89.8841,0.0478,71.0,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,0.0,0.0,0.0,47.272195,1.0,4.6,6.73,0.5767,0.2887,309.0,2,0.881,0.869,5358.0,4.5,-0.255,5.378,8.2099,1.912785556200486,20.113,21.2506,20.5427,20.3363,20.1299,20.0166,20.1444,20.2723
277,4820932,4820932.01,0.529198,105.141861,0.030805,3.073997,88.3865,0.1284,301.7,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,2.2e-05,4e-06,5e-05,104.900236,133.0,3.6,2.88,0.0123,0.0866,2095.0,3,0.875,0.857,5333.0,4.5,0.154,5.427,7.3147,2.070943063021989,20.1323,21.3702,20.6182,20.3877,20.1573,20.0331,20.157,20.2808
278,4820932,4820932.02,21.994514,116.806366,0.055461,36.88369,89.2315,0.0267,131.8,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,0.0,0.0,0.0,127.556109,3.0,3.3,5.18,0.147,0.4947,605.0,3,0.875,0.857,5333.0,4.5,0.154,5.427,7.3147,2.070943063021989,20.1323,21.3702,20.6182,20.3877,20.1573,20.0331,20.157,20.2808
279,4820932,4820932.03,250.259641,165.856848,0.142747,186.588694,89.9733,0.0034,301.0,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,0.0,0.0,0.0,41.018503,1.0,18.7,13.34,0.7438,0.0868,269.0,3,0.875,0.857,5333.0,4.5,0.154,5.427,7.3147,2.070943063021989,20.1323,21.3702,20.6182,20.3877,20.1573,20.0331,20.157,20.2808
280,4827627,4827627.01,14.105266,105.260247,0.190578,26.925599,88.6232,0.0479,193.6,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,0.0,0.0,4e-06,111.896096,5.0,39.2,18.23,0.1098,0.6469,716.0,3,0.887,0.877,5395.0,4.49,0.071,5.328,9.5317,1.8383069310472973,20.4761,21.5578,20.8767,20.6773,20.4778,20.3871,20.5189,20.6507
281,4827627,4827627.02,22.142477,112.313835,0.087169,36.368775,89.0243,0.0711,84.0,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,0.0,0.0,0.0,101.348979,3.0,6.8,8.34,0.1484,0.6193,616.0,3,0.887,0.877,5395.0,4.49,0.071,5.328,9.5317,1.8383069310472973,20.4761,21.5578,20.8767,20.6773,20.4778,20.3871,20.5189,20.6507
282,4827627,4827627.03,31.681233,111.317344,0.077925,46.179148,89.3203,0.0195,114.1,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,0.0,0.0,0.0,126.999138,3.0,5.8,7.45,0.1884,0.5478,547.0,3,0.887,0.877,5395.0,4.49,0.071,5.328,9.5317,1.8383069310472973,20.4761,21.5578,20.8767,20.6773,20.4778,20.3871,20.5189,20.6507
283,4828215,4828215.01,17.210434,112.767553,0.070408,32.064246,89.1737,0.0092,244.2,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,0.0,0.0,0.0,121.330237,4.0,5.1,6.38,0.1239,0.4624,637.0,1,0.856,0.831,5236.0,4.52,0.038,5.573,8.1806,1.871603127326821,20.3328,21.5039,20.8074,20.5822,20.357,20.2298,20.36,20.4901
284,4832350,4832350.01,10.786246,108.935902,0.230238,23.238494,89.4162,0.0933,295.4,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,1e-06,0.0,9e-06,103.819913,7.0,149.5,21.15,0.091,0.2368,751.0,1,0.863,0.842,5260.0,4.52,-0.261,5.525,4.7809,1.530316018700878,18.9487,19.9326,19.3299,19.1413,18.9527,18.853,18.9926,19.1322
285,4835066,4835066.01,0.941577,105.11676,0.056661,4.51366,77.786,0.1811,114.7,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,2.8e-05,3e-06,8.3e-05,105.541811,75.0,7.2,5.3,0.018,0.9549,1729.0,1,0.875,0.857,5333.0,4.5,0.488,5.427,10.3387,1.884746500139017,20.7016,21.8282,21.1371,20.9208,20.7046,20.6116,20.7438,20.8759
286,4839715,4839715.01,2.182461,106.548325,0.088895,8.093272,86.2226,0.1281,36.6,0.1085,0.3114,0.3915,0.2026,0.1048,0.2556,1.1e-05,0.0,5e-05,105.600499,32.0,17.1,8.06,0.0313,0.5332,1268.0,1,0.856,0.831,5236.0,4.52,-0.164,5.573,7.9766,1.743675273519957,20.1667,21.2671,20.6055,20.3953,20.1851,20.0658,20.1986,20.3315
287,4843529,4843529.01,0.565809,105.040559,0.06654,3.001048,86.6559,0.0104,89.9,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,0.000115,2.3e-05,0.000255,104.757809,124.0,17.9,6.77,0.013,0.1751,2200.0,1,0.919,0.933,5534.0,4.45,0.242,5.083,8.8958,2.1454214792683546,20.0114,21.17,20.4183,20.2148,20.0113,19.9285,20.0529,20.1774
288,4843589,4843589.01,10.878581,108.011183,0.091727,21.538127,87.7845,0.0193,47.4,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,0.0,0.0,3e-06,102.663215,7.0,10.6,9.33,0.0935,0.8326,821.0,1,0.919,0.933,5534.0,4.45,-0.132,5.083,10.855,1.989016491790752,20.4264,21.5113,20.8002,20.6122,20.4243,20.3425,20.4705,20.5985
289,4845133,4845133.01,16.183638,108.433126,0.091796,27.771699,88.5923,0.0947,21.0,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,0.0,0.0,1e-06,101.252537,5.0,13.1,9.46,0.1221,0.6822,726.0,1,0.925,0.945,5559.0,4.44,0.118,5.035,8.1319,2.075762125630775,19.8701,20.9885,20.2537,20.059,19.8643,19.7899,19.9159,20.042
290,4845827,4845827.01,26.376763,126.914691,0.204125,39.292942,89.3509,0.2243,338.9,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,0.0,0.0,1e-06,117.228952,2.0,27.8,20.51,0.1683,0.4452,605.0,1,0.913,0.921,5508.0,4.46,-0.2,5.132,10.7639,1.9491485046517183,20.527,21.6071,20.9006,20.7137,20.5268,20.4415,20.5698,20.6982
291,4850436,4850436.01,2.115431,105.445937,0.038611,6.909128,82.1274,0.0197,202.6,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,5e-06,0.0,1.8e-05,106.4795,33.0,4.5,4.15,0.0317,0.9464,1477.0,2,0.944,0.985,5636.0,4.42,0.14,4.885,8.4448,1.9316241468400064,19.7704,20.7691,20.089,19.9171,19.7451,19.6979,19.832,19.9661
292,4850436,4850436.02,311.608286,168.117,0.098893,192.706642,89.7159,0.0951,339.1,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,0.0,29.930823,1.0,11.8,10.63,0.8829,0.9556,280.0,2,0.944,0.985,5636.0,4.42,0.14,4.885,8.4448,1.9316241468400064,19.7704,20.7691,20.089,19.9171,19.7451,19.6979,19.832,19.9661
293,4851478,4851478.01,9.124664,112.847482,0.088037,18.532295,88.9009,0.0819,220.1,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,1e-06,0.0,5e-06,117.046269,7.0,16.9,9.32,0.0837,0.3555,897.0,1,0.938,0.971,5610.0,4.43,-0.164,4.936,7.1454,2.065247636287842,19.3814,20.472,19.7476,19.5606,19.3736,19.3015,19.4291,19.5568
294,4852316,4852316.01,19.463088,111.038758,0.068212,30.33648,88.2578,0.0121,133.8,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,0.0,120.668383,4.0,7.8,7.33,0.139,0.9223,705.0,1,0.944,0.985,5636.0,4.42,-0.08,4.885,7.4659,1.9053376101224373,19.6467,20.6365,19.9647,19.7944,19.624,19.5724,19.7065,19.8405
295,4852674,4852674.01,0.999026,105.341933,0.175542,4.3378,89.1518,0.0622,320.7,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,0.000337,3.7e-05,0.000939,104.87325,70.0,103.7,18.09,0.0191,0.0642,1838.0,1,0.925,0.945,5559.0,4.44,0.464,5.035,9.0765,1.7923054395648468,20.1101,21.0569,20.4189,20.2484,20.0779,20.0386,20.178,20.3174
296,4857521,4857521.01,4.928156,105.752695,0.224183,12.290634,89.0699,0.0723,347.1,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,2.2e-05,0.0,0.000126,103.510335,15.0,118.9,23.74,0.0555,0.1995,1102.0,1,0.938,0.971,5610.0,4.43,0.197,4.936,8.8396,1.90183278034146,19.7159,20.7077,20.035,19.8627,19.6905,19.6433,19.7777,19.9121
297,4858502,4858502.01,3.82809,107.769815,0.103418,10.259954,88.4099,0.099,113.9,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,9e-06,0.0,4.7e-05,109.586156,18.0,31.8,11.11,0.047,0.2847,1212.0,2,0.944,0.985,5636.0,4.42,-0.165,4.885,7.1889,2.407848977741593,19.5419,20.8018,19.9808,19.7666,19.5524,19.457,19.5737,19.6905
298,4858502,4858502.02,18.790183,110.632581,0.091914,29.633164,89.6229,0.0074,339.3,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,1e-06,101.322152,4.0,15.4,9.88,0.1358,0.195,713.0,2,0.944,0.985,5636.0,4.42,-0.165,4.885,7.1889,2.407848977741593,19.5419,20.8018,19.9808,19.7666,19.5524,19.457,19.5737,19.6905
299,4860653,4860653.01,19.616768,115.225424,0.087045,32.596183,88.5221,0.002,127.0,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,0.0,0.0,0.0,125.020516,4.0,7.9,8.63,0.1378,0.8407,661.0,1,0.906,0.909,5483.0,4.47,0.017,5.18,8.9586,1.8093917197672893,20.423,21.4314,20.7708,20.5923,20.4138,20.3404,20.4735,20.6065
300,4866421,4866421.01,17.452998,105.280913,0.049347,28.55604,89.6014,0.0999,259.7,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,0.0,0.0,0.0,113.808788,4.0,4.2,5.23,0.129,0.1987,723.0,1,0.938,0.971,5610.0,4.43,0.074,4.936,7.5308,1.6345860103526129,19.5225,20.3777,19.781,19.6322,19.4834,19.453,19.5964,19.7398
301,4867877,4867877.01,0.589863,105.100388,0.144073,2.913707,74.539,0.0657,84.1,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.000601,0.000133,0.001295,104.808142,119.0,106.2,15.7,0.0135,0.7767,2284.0,1,0.95,0.999,5662.0,4.41,0.509,4.835,8.4195,1.709502713115071,19.6667,20.512,19.9116,19.763,19.6143,19.6053,19.7498,19.8942
302,4869974,4869974.01,10.087257,114.36995,0.101089,20.702157,88.1813,0.1952,334.4,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,0.0,0.0,4e-06,110.456192,7.0,15.3,10.16,0.0887,0.657,834.0,1,0.913,0.921,5508.0,4.46,0.035,5.132,8.9738,1.9544058537765967,20.1798,21.2558,20.5537,20.3646,20.1756,20.0972,20.2252,20.3533
303,4872565,4872565.01,3.597434,105.601172,0.144822,10.074323,87.8587,0.0696,30.1,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,1.9e-05,0.0,9.3e-05,103.940789,20.0,39.3,15.13,0.0449,0.3764,1212.0,3,0.931,0.958,5585.0,4.44,0.417,4.986,9.5819,2.258453858732769,20.3162,21.5017,20.7291,20.5208,20.3124,20.2363,20.3599,20.4835
304,4872565,4872565.02,17.557786,119.19366,0.070823,28.986814,88.1627,0.1394,58.8,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,0.0,0.0,0.0,111.229039,4.0,5.5,7.4,0.1292,0.9294,714.0,3,0.931,0.958,5585.0,4.44,0.417,4.986,9.5819,2.258453858732769,20.3162,21.5017,20.7291,20.5208,20.3124,20.2363,20.3599,20.4835
305,4872565,4872565.03,24.989734,118.703909,0.160061,36.677106,89.7418,0.1168,351.8,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,0.0,0.0,1e-06,108.046095,3.0,25.7,16.73,0.1634,0.1653,635.0,3,0.931,0.958,5585.0,4.44,0.417,4.986,9.5819,2.258453858732769,20.3162,21.5017,20.7291,20.5208,20.3124,20.2363,20.3599,20.4835
306,4875526,4875526.01,3.182448,106.765856,0.052814,8.962989,84.0214,0.0446,281.4,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,4e-06,0.0,1.8e-05,105.192975,22.0,8.6,5.76,0.0416,0.9336,1302.0,1,0.95,0.999,5662.0,4.41,-0.313,4.835,7.4175,2.1055537010361443,19.6133,20.7058,19.9727,19.7873,19.6019,19.5364,19.6632,19.79
307,4875545,4875545.01,16.386368,117.870142,0.092412,27.380399,88.1295,0.081,17.1,0.0592,0.3512,0.3351,0.2463,0.0641,0.2889,0.0,0.0,1e-06,110.485617,4.0,13.9,9.79,0.1237,0.8937,738.0,1,0.938,0.971,5610.0,4.43,-0.269,4.936,7.8432,1.7182648920209271,19.6817,20.5905,19.9644,19.8085,19.6527,19.6081,19.7474,19.8868
308,4879034,4879034.01,2.245377,106.369146,0.038691,7.02003,87.7485,0.048,206.5,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,5e-06,0.0,1.8e-05,107.430881,31.0,4.6,4.28,0.0331,0.2758,1479.0,1,0.956,1.013,5689.0,4.4,0.198,4.785,8.2844,2.0153030285083204,19.722,20.7389,20.0425,19.8679,19.6934,19.652,19.7855,19.9191
309,4879420,4879420.01,12.385213,114.542565,0.049357,21.556781,88.0248,0.0351,53.3,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,1e-06,108.516288,5.0,7.8,5.56,0.1035,0.743,846.0,1,0.962,1.032,5702.0,4.39,-0.086,4.734,5.7085,1.7975627886897252,18.6141,19.5146,18.8819,18.7288,18.5758,18.5463,18.6864,18.8265
310,4881289,4881289.01,13.878845,110.839522,0.127008,22.979101,88.0441,0.0681,355.1,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,1e-06,0.0,5e-06,104.500817,5.0,30.6,14.5,0.1119,0.7843,823.0,3,0.969,1.047,5728.0,4.38,0.351,4.682,8.0266,2.1007344295205352,19.5262,20.5576,19.8502,19.6726,19.4949,19.4586,19.5912,19.7238
311,4881289,4881289.02,18.374471,115.864477,0.055464,27.706015,89.9586,0.0084,297.1,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,0.0,106.723506,4.0,5.5,6.33,0.1349,0.02,749.0,3,0.969,1.047,5728.0,4.38,0.351,4.682,8.0266,2.1007344295205352,19.5262,20.5576,19.8502,19.6726,19.4949,19.4586,19.5912,19.7238
312,4881289,4881289.03,25.942371,128.96187,0.11121,34.868822,88.5523,0.1051,92.1,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,1e-06,141.870212,2.0,16.5,12.7,0.1698,0.881,668.0,3,0.969,1.047,5728.0,4.38,0.351,4.682,8.0266,2.1007344295205352,19.5262,20.5576,19.8502,19.6726,19.4949,19.4586,19.5912,19.7238
313,4887294,4887294.01,40.670878,132.484178,0.085212,47.625251,88.9512,0.0706,136.5,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,0.0,151.496824,2.0,10.0,9.59,0.2286,0.8717,569.0,1,0.962,1.032,5702.0,4.39,-0.0,4.734,7.5177,1.7791620667526509,19.503,20.3916,19.7662,19.6143,19.4624,19.4359,19.5773,19.7186
314,4888389,4888389.01,23.091799,123.4392,0.06092,32.655281,89.0277,0.0848,127.8,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,0.0,134.222024,3.0,6.4,6.86,0.1567,0.5541,687.0,1,0.962,1.032,5702.0,4.39,0.163,4.734,7.9217,1.81158231672046,19.4257,20.3268,19.6928,19.5384,19.3839,19.3598,19.5005,19.6412
315,4889792,4889792.01,18.91147,105.068356,0.050684,28.584577,88.5792,0.0981,240.9,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,0.0,113.949884,4.0,3.9,5.71,0.1372,0.7088,734.0,1,0.962,1.032,5702.0,4.39,0.242,4.734,8.7,2.104239259301513,19.9115,20.9664,20.2489,20.0677,19.8864,19.8408,19.972,20.1033
316,4895288,4895288.01,27.307907,110.635946,0.104529,34.109143,89.1827,0.1545,134.2,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,1e-06,122.410214,3.0,22.9,12.74,0.1772,0.4866,685.0,2,0.994,1.117,5808.0,4.33,-0.085,4.482,7.6995,1.890880004482434,19.2236,20.1338,19.4873,19.3332,19.179,19.161,19.2995,19.4379
317,4895288,4895288.02,48.176168,141.643899,0.121824,49.800462,89.5748,0.0095,29.1,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,0.0,117.813345,1.0,19.7,14.84,0.2587,0.3696,567.0,2,0.994,1.117,5808.0,4.33,-0.085,4.482,7.6995,1.890880004482434,19.2236,20.1338,19.4873,19.3332,19.179,19.161,19.2995,19.4379
318,4896265,4896265.01,0.509997,105.302561,0.052343,2.539857,70.0918,0.1078,41.3,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.000108,2.9e-05,0.000214,105.07401,137.0,16.4,5.98,0.0124,0.8649,2475.0,2,0.969,1.047,5728.0,4.38,-0.015,4.682,8.0767,2.3359990271508426,19.5714,20.7438,19.9593,19.7613,19.5632,19.4949,19.6177,19.7405
319,4896265,4896265.02,15.801784,120.191895,0.048844,25.055414,88.7711,0.0049,61.7,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,1e-06,112.315776,4.0,4.3,5.58,0.122,0.5374,788.0,2,0.969,1.047,5728.0,4.38,-0.015,4.682,8.0767,2.3359990271508426,19.5714,20.7438,19.9593,19.7613,19.5632,19.4949,19.6177,19.7405
320,4913071,4913071.01,32.798596,121.208575,0.066371,36.130947,88.9648,0.1582,146.0,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,0.0,134.868341,2.0,10.8,8.69,0.2018,0.6528,670.0,1,1.018,1.201,5848.0,4.28,-0.065,4.294,6.0259,1.5211156577323408,18.5919,19.2926,18.7585,18.639,18.5195,18.5393,18.6905,18.8417
321,4914025,4914025.01,22.040674,107.831896,0.090442,25.544948,89.5361,0.0166,11.1,0.0893,0.2837,0.31,0.2451,0.0856,0.2377,0.0,0.0,2e-06,97.042455,4.0,22.6,12.95,0.156,0.2068,801.0,1,1.041,1.313,5875.0,4.21,-0.241,4.08,8.2974,1.980692390494165,19.0459,19.9903,19.322,19.1624,19.0027,18.9846,19.1198,19.2549
322,4918347,4918347.01,20.563107,119.903756,0.061985,25.322518,88.9471,0.016,158.2,0.0893,0.2837,0.31,0.2451,0.0856,0.2377,0.0,0.0,1e-06,129.992001,3.0,8.1,8.53,0.1485,0.4653,804.0,2,1.032,1.261,5875.0,4.24,0.438,4.168,7.8119,1.824725480625832,19.085,19.9131,19.3054,19.162,19.0185,19.0345,19.1768,19.319
323,4918347,4918347.02,25.594191,106.691601,0.047028,29.300521,89.2437,0.212,62.7,0.0893,0.2837,0.31,0.2451,0.0856,0.2377,0.0,0.0,0.0,95.508159,3.0,4.8,6.47,0.1719,0.3868,747.0,2,1.032,1.261,5875.0,4.24,0.438,4.168,7.8119,1.824725480625832,19.085,19.9131,19.3054,19.162,19.0185,19.0345,19.1768,19.319
324,4919519,4919519.01,0.809704,105.288824,0.055591,2.874072,81.0225,0.1171,188.8,0.0893,0.2837,0.31,0.2451,0.0856,0.2377,9.9e-05,2.4e-05,0.000207,105.634358,87.0,26.3,7.81,0.0172,0.4485,2387.0,2,1.037,1.288,5875.0,4.22,-0.094,4.122,6.8882,1.7511231151445936,18.7256,19.5422,18.9436,18.8048,18.666,18.6699,18.8131,18.9563
325,4919519,4919519.02,1.069771,105.756061,0.025249,3.460513,88.8145,0.0728,224.5,0.0893,0.2837,0.31,0.2451,0.0856,0.2377,1.4e-05,3e-06,3.2e-05,106.25581,65.0,4.9,3.55,0.0207,0.0716,2175.0,2,1.037,1.288,5875.0,4.22,-0.094,4.122,6.8882,1.7511231151445936,18.7256,19.5422,18.9436,18.8048,18.666,18.6699,18.8131,18.9563
326,4920555,4920555.01,77.271316,117.870524,0.098107,62.851745,89.6591,0.1378,331.1,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,0.0,85.174897,1.0,13.5,13.1,0.3578,0.3739,508.0,2,1.022,1.224,5848.0,4.27,-0.229,4.254,8.4898,2.047723069569306,19.3001,20.287,19.596,19.43,19.2639,19.2359,19.3683,19.5007
327,4920555,4920555.02,190.457392,125.482239,0.11134,114.684226,89.7277,0.2229,96.8,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,0.0,217.438977,1.0,20.2,14.86,0.6529,0.5449,376.0,2,1.022,1.224,5848.0,4.27,-0.229,4.254,8.4898,2.047723069569306,19.3001,20.287,19.596,19.43,19.2639,19.2359,19.3683,19.5007
328,4923163,4923163.01,0.564648,105.232643,0.11829,2.435418,86.263,0.0956,283.2,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.00062,0.000184,0.001186,104.958353,124.0,120.9,15.3,0.0134,0.1587,2575.0,1,1.013,1.186,5834.0,4.29,-0.042,4.332,7.4011,2.144983401659085,18.9925,20.0276,19.3117,19.1366,18.9615,18.9266,19.0565,19.1864
329,4923967,4923967.01,27.53168,127.67847,0.089647,32.151234,89.2079,0.0227,161.9,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,1e-06,141.067914,2.0,17.6,11.74,0.1796,0.4445,710.0,1,1.018,1.201,5848.0,4.28,-0.184,4.294,6.5319,1.5907751158233323,18.7378,19.4792,18.9231,18.7974,18.6716,18.6829,18.8315,18.9801
330,4924054,4924054.01,26.206885,126.749873,0.075024,29.189293,89.4006,0.0111,339.0,0.0893,0.2837,0.31,0.2451,0.0856,0.2377,0.0,0.0,1e-06,113.820669,2.0,16.2,10.54,0.1749,0.3053,749.0,1,1.037,1.288,5875.0,4.22,0.095,4.122,5.9363,1.3966926337064545,18.2601,18.8736,18.3884,18.2823,18.1762,18.2114,18.3685,18.5255
331,4924347,4924347.01,3.761615,106.399304,0.095214,7.859676,83.3999,0.1253,104.8,0.0893,0.2837,0.31,0.2451,0.0856,0.2377,2.3e-05,1e-06,9e-05,108.203277,19.0,54.5,13.64,0.048,0.9034,1443.0,1,1.041,1.313,5875.0,4.21,-0.181,4.08,6.9291,1.5671171492147913,18.4717,19.1925,18.6463,18.5239,18.4014,18.4188,18.5684,18.718
332,4925691,4925691.01,309.334329,126.016327,0.098035,167.371082,89.8298,0.0729,239.5,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,0.0,273.390263,1.0,15.7,12.32,0.8968,0.4971,310.0,1,1.004,1.152,5821.0,4.31,0.014,4.405,7.8232,2.313217529121076,19.3714,20.4981,19.7327,19.5422,19.3517,19.3016,19.426,19.5503
333,4927044,4927044.01,19.665658,123.144678,0.043836,26.375267,88.8434,0.01,112.7,0.0522,0.3382,0.2982,0.2657,0.0572,0.2796,0.0,0.0,0.0,132.930836,3.0,3.6,5.58,0.143,0.5324,782.0,1,1.008,1.166,5834.0,4.3,-0.073,4.368,8.4215,1.7822288189243591,19.3341,20.1779,19.5663,19.4232,19.2801,19.2751,19.4176,19.5601
334,4927560,4927560.01,6.959682,109.164397,0.071092,11.845354,88.5438,0.1137,223.4,0.0893,0.2837,0.31,0.2451,0.0856,0.2377,3e-06,0.0,1.7e-05,112.278599,10.0,14.5,10.18,0.0723,0.301,1176.0,1,1.041,1.313,5875.0,4.21,-0.113,4.08,9.7611,1.8540787695151089,19.4152,20.2869,19.6579,19.5101,19.3623,19.3572,19.4971,19.6371
335,4927629,4927629.01,19.426635,110.167596,0.097059,23.908098,88.4913,0.0792,115.7,0.0893,0.2837,0.31,0.2451,0.0856,0.2377,0.0,0.0,3e-06,119.456861,4.0,25.7,13.64,0.1432,0.6295,827.0,1,1.037,1.288,5875.0,4.22,-0.094,4.122,8.1637,2.183098869454218,19.0095,20.0559,19.3319,19.1548,18.9777,18.9451,19.0736,19.2021
336,4929183,4929183.01,4.782134,105.287504,0.156805,9.722677,87.5894,0.1542,76.1,0.0893,0.2837,0.31,0.2451,0.0856,0.2377,3.1e-05,1e-06,0.000143,103.010966,15.0,59.7,21.21,0.0561,0.4089,1295.0,1,1.027,1.24,5861.0,4.25,0.027,4.215,11.5756,1.89745158643512,19.8914,20.783,20.1451,19.9932,19.8413,19.8324,19.9711,20.1098
